psampleid,pprojid,profile,sampleid,lat,lon,pproject
11802,46,outpace_177,1777,-18.4316666666667,-165.911666666667,OUTPACE 2015
11795,46,outpace_172,1911,-18.4396666666667,-165.9055,OUTPACE 2015
11814,46,outpace_186,1815,-18.4366666666667,-165.871333333333,OUTPACE 2015
11809,46,outpace_182,1800,-18.4555,-165.906166666667,OUTPACE 2015
11808,46,outpace_181,1902,-18.4558333333333,-165.9065,OUTPACE 2015
11813,46,outpace_185,1866,-18.4505,-165.881666666667,OUTPACE 2015
11777,46,outpace_157,1782,-18.4123333333333,-165.934166666667,OUTPACE 2015
14092,60,gn2015_l2_026,3634,67.4795,-63.79,GREENEDGE ICE CAMP 2015
16328,2,boum006,7272,34.1851666666667,22.161,BOUM 2008
16362,2,boum026,7115,33.625,32.653,BOUM 2008
14083,60,gn2015_l2_017,3652,67.4795,-63.79,GREENEDGE ICE CAMP 2015
11841,46,outpace_206,1821,-19.1781666666667,-165.952,OUTPACE 2015
14831,81,station4_cast11,10369,47.4076666666667,-38.6758333333333,NAAMES 02
11819,46,outpace_190,1909,-18.4608333333333,-165.886333333333,OUTPACE 2015
11820,46,outpace_191,1919,-18.4598333333333,-165.872666666667,OUTPACE 2015
16407,2,boum055,7132,33.6791666666667,32.6355,BOUM 2008
16423,2,boum065,7138,33.711,32.6453333333333,BOUM 2008
16462,2,boum098,7117,34.0546666666667,18.5626666666667,BOUM 2008
14915,81,station4_cast8,10376,47.5146666666667,-38.7978333333333,NAAMES 02
9820,3,crossing_01_st05,2511,34.5845,-122.866166666667,CCELTER 2012
9844,3,cycle_01_cast06,2485,34.0803333333333,-122.943,CCELTER 2012
11706,46,outpace_103,1833,-19.5368333333333,-172.781333333333,OUTPACE 2015
11722,46,outpace_115,1824,-18.2075,-170.772,OUTPACE 2015
11735,46,outpace_125,1873,-18.1855,-170.768166666667,OUTPACE 2015
11817,46,outpace_189,1897,-18.4588333333333,-165.884666666667,OUTPACE 2015
11635,46,outpace_043,1920,-19.2611666666667,164.633333333333,OUTPACE 2015
11972,47,pp0036,348,30.3285,-68.4435,SARGASSO A
9821,3,crossing_01_st06,2462,34.5835,-122.847666666667,CCELTER 2012
9835,3,crossing_02_st07,2486,34.5823333333333,-122.857833333333,CCELTER 2012
11925,48,p4235,691,26.1456666666667,-59.4718333333333,SARGASSO B
11833,46,outpace_200,1850,-18.3721666666667,-166.058333333333,OUTPACE 2015
11920,48,p4220,687,26.6678333333333,-59.5016666666667,SARGASSO B
13634,41,csp04702,1957,-1.49866666666667,157.500333333333,CASSIOPEE 2015
13598,41,csp02501,1960,-2.6655,165.005833333333,CASSIOPEE 2015
13647,41,csp05502,1964,-5.50583333333333,157.479666666667,CASSIOPEE 2015
13620,41,csp03601,1978,-0.9985,165.000666666667,CASSIOPEE 2015
14834,81,station4_cast12,10380,47.3916666666667,-38.7068333333333,NAAMES 02
13665,41,csp06901,1994,-0.999333333333333,152.501,CASSIOPEE 2015
13663,41,csp06701,2001,-1.99866666666667,152.498166666667,CASSIOPEE 2015
13648,41,csp05601,2006,-5.83133333333333,157.165166666667,CASSIOPEE 2015
9860,3,cycle_03_cast06,2514,34.4998333333333,-122.4565,CCELTER 2012
11923,48,p4234,705,25.6706666666667,-59.5016666666667,SARGASSO B
16521,2,boum158,7108,39.1086666666667,5.35233333333333,BOUM 2008
16457,2,boum093,7109,34.1285,18.5236666666667,BOUM 2008
9861,3,cycle_03_cast07,2491,34.5041666666667,-122.426333333333,CCELTER 2012
14856,81,station4_cast15,10393,47.3701666666667,-38.3346666666667,NAAMES 02
15729,49,tara_209_01,45062,64.7716666666667,-53.153,TARA 2013
16447,2,boum080,7124,34.1633333333333,18.3526666666667,BOUM 2008
16451,2,boum084,7129,34.1371666666667,18.4443333333333,BOUM 2008
16346,95,c_m135_101,44789,-16,-75.001,M 135
15374,69,m106_032,46291,5.025,-22.983,M 106
15407,69,m106_036,46263,3.333,-22.9998333333333,M 106
9869,3,cycle_04_cast07,2450,34.1491666666667,-123.606,CCELTER 2012
15418,69,m106_037,46294,3.002,-23,M 106
15664,49,tara_184_01,45013,79.0416666666667,69.653,TARA 2013
16250,95,c_m135_018,44798,-22,-73.0001666666667,M 135
9862,3,cycle_03_cast08,2471,34.5136666666667,-122.402666666667,CCELTER 2012
15540,69,m106_068,46257,-3.99966666666667,-23.0001666666667,M 106
16238,95,c_m135_006,44803,-25.9986666666667,-71.0013333333333,M 135
16314,95,c_m135_082,44811,-16.9998333333333,-75.0006666666667,M 135
16356,95,c_m135_105,44820,-15.4163333333333,-75.2548333333333,M 135
16271,95,c_m135_039,44825,-19.9995,-70.7515,M 135
9865,3,cycle_04_cast03,2479,34.4615,-123.329333333333,CCELTER 2012
16240,95,c_m135_008,44829,-24,-70.7528333333333,M 135
16294,95,c_m135_062,44831,-17.9993333333333,-77.9998333333333,M 135
15556,69,m106_084,46296,-11.4995,-33.8843333333333,M 106
9866,3,cycle_04_cast04,2494,34.3725,-123.385666666667,CCELTER 2012
15562,69,m106_090,46351,-10.4555,-35.5816666666667,M 106
15561,69,m106_089,46352,-10.3791666666667,-35.68,M 106
15557,69,m106_085,46355,-10.2428333333333,-35.8931666666667,M 106
16409,2,boum056,7149,33.6888333333333,32.6415,BOUM 2008
15573,69,m106_101,46315,-10.6178333333333,-35.3801666666667,M 106
15570,69,m106_098,46336,-11.1263333333333,-34.7318333333333,M 106
15571,69,m106_099,46347,-11.3135,-34.471,M 106
14602,76,c_m121_1292,44357,-29.376,2.74083333333333,M 121
16438,95,c_m135_139,44832,-10.9998333333333,-78.7671666666667,M 135
15884,73,m116_046,46015,10.999,-23.0011666666667,M 116
16282,95,c_m135_050,44834,-18.9995,-73.0008333333333,M 135
16237,95,c_m135_005,44836,-26.9991666666667,-71.0838333333333,M 135
16658,70,c_m107_003,44450,18.2531666666667,-16.4495,M 107
16411,95,c_m135_127,44840,-12.999,-77.2491666666667,M 135
16420,95,c_m135_131,44842,-12.9995,-77.9995,M 135
15890,73,m116_051,46038,7.99966666666667,-22.0001666666667,M 116
16287,95,c_m135_055,44847,-18.999,-78.0001666666667,M 135
14491,76,c_m121_1222,44391,-3.001,9.43283333333333,M 121
14631,76,c_m121_1325,44439,-27.8641666666667,14.8488333333333,M 121
16320,2,boum003,7166,34.3305,19.8186666666667,BOUM 2008
9867,3,cycle_04_cast05,2488,34.3156666666667,-123.458833333333,CCELTER 2012
14584,76,c_m121_1274,44396,-19.9155,-1.66666666666667e-4,M 121
14512,76,c_m121_1236,44356,-3.00083333333333,6.77566666666667,M 121
16547,2,boum186,7200,39.3335,5.20433333333333,BOUM 2008
14486,76,c_m121_1216,44380,-4.27216666666667,10.4805,M 121
14632,76,c_m121_1329,44383,-26.6775,14.7426666666667,M 121
14587,76,c_m121_1276,44435,-19.9163333333333,-6.66666666666667e-4,M 121
14479,76,c_m121_1208,44367,-6.23466666666667,11.1615,M 121
16321,2,boum004,7206,34.2596666666667,20.9845,BOUM 2008
14560,76,c_m121_1257,44401,-7.214,-8.33333333333333e-4,M 121
14580,76,c_m121_1270,44384,-17.5151666666667,-5e-4,M 121
16412,2,boum058,7225,33.6883333333333,32.6383333333333,BOUM 2008
14574,76,c_m121_1267,44394,-15.0703333333333,-8.33333333333333e-4,M 121
16404,95,c_m135_124,44848,-14.0328333333333,-76.5336666666667,M 135
16345,95,c_m135_100,44849,-15.9998333333333,-76.0051666666667,M 135
14595,76,c_m121_1284,44375,-27.0921666666667,-5e-4,M 121
9870,3,cycle_04_cast08,2472,34.0645,-123.6875,CCELTER 2012
14601,76,c_m121_1290,44398,-29.5781666666667,-8.33333333333333e-4,M 121
14592,76,c_m121_1281,44372,-24.7145,-3.33333333333333e-4,M 121
16529,2,boum168,7235,39.0968333333333,5.21333333333333,BOUM 2008
16285,95,c_m135_053,44853,-18.9995,-75.9998333333333,M 135
16316,95,c_m135_083,44857,-16.999,-75.9998333333333,M 135
14475,76,c_m121_1206,44392,-6.23283333333333,11.1636666666667,M 121
16251,95,c_m135_019,44859,-21.9995,-72.0001666666667,M 135
16280,95,c_m135_048,44864,-18.9995,-71.5008333333333,M 135
16257,95,c_m135_025,44887,-20.9996666666667,-70.4175,M 135
15770,72,c_ps88b_015,44264,9.50166666666667,-23.0333333333333,PS 88B
15749,73,m116_001,45991,14.531,-57.6748333333333,M 116
16382,95,c_m135_115,44892,-14.9991666666667,-81.0005,M 135
16281,95,c_m135_049,44898,-18.9991666666667,-71.9996666666667,M 135
16530,2,boum169,7239,39.1021666666667,5.204,BOUM 2008
9871,3,cycle_05_cast01,2468,34.0848333333333,-123.313333333333,CCELTER 2012
15772,73,m116_006,46061,10.9995,-45.001,M 116
9872,3,cycle_05_cast02,2463,34.05,-123.361833333333,CCELTER 2012
15809,73,m116_014,45980,10.7495,-40.0006666666667,M 116
15795,73,m116_011,45983,7.74933333333333,-40.7501666666667,M 116
15827,73,m116_020,45982,7.49866666666667,-35.0011666666667,M 116
15814,73,m116_015,46014,11.9991666666667,-39.3336666666667,M 116
15838,73,m116_025,46050,10.9998333333333,-34,M 116
15793,73,m116_010,46060,10.9995,-41.0006666666667,M 116
15834,72,c_ps88b_035,44283,-0.99905,-23.0015,PS 88B
9868,3,cycle_04_cast06,2473,34.2256666666667,-123.534166666667,CCELTER 2012
15849,72,c_ps88b_040,44292,-0.667166666666667,-22.9995,PS 88B
15859,73,m116_033,46007,7.9995,-27.9998333333333,M 116
15899,73,m116_058,45986,11,-21.0003333333333,M 116
15878,73,m116_042,46048,10.9993333333333,-25.0005,M 116
15845,73,m116_028,46028,10.9996666666667,-31,M 116
15896,73,m116_055,46037,11.2495,-22.0003333333333,M 116
15835,73,m116_024,46049,12,-34.9998333333333,M 116
9831,3,crossing_02_st03,2484,34.567,-122.665166666667,CCELTER 2012
15874,73,m116_039,46053,13.9991666666667,-28.0003333333333,M 116
9816,3,crossing_01_st01,2510,34.601,-123.081333333333,CCELTER 2012
14607,76,c_m121_1295,44358,-29.2291666666667,5.5345,M 121
9822,3,crossing_01_st07,2499,34.5823333333333,-122.83,CCELTER 2012
16267,95,c_m135_035,44858,-20,-72.9993333333333,M 135
9852,3,cycle_02_cast08_1,2481,33.7086666666667,-123.243833333333,CCELTER 2012
16263,95,c_m135_031,44809,-20.9996666666667,-73.0008333333333,M 135
14470,76,c_m121_1198,44395,-8.53916666666666,12.0623333333333,M 121
9829,3,crossing_02_st01,2470,34.5576666666667,-122.521166666667,CCELTER 2012
14545,76,c_m121_1254,44399,-5.49983333333333,-1.66666666666667e-4,M 121
16252,95,c_m135_020,44833,-21.9991666666667,-71.4998333333333,M 135
14572,76,c_m121_1264,44403,-13.0218333333333,-0.0015,M 121
14534,76,c_m121_1248,45863,-2.99883333333333,-0.00716666666666667,M 121
9830,3,crossing_02_st02,2474,34.5643333333333,-122.616666666667,CCELTER 2012
14415,76,c_m121_1159,44404,-20.8695,12.8915,M 121
9864,3,cycle_04_cast02,2506,34.5081666666667,-123.285333333333,CCELTER 2012
14500,76,c_m121_1230,44406,-2.99883333333333,9.0665,M 121
9874,3,cycle_05_cast04,2516,33.8248333333333,-123.546,CCELTER 2012
14423,76,c_m121_1166,44417,-18.6605,11.781,M 121
14567,76,c_m121_1262,44413,-13.0155,-1.66666666666667e-4,M 121
9873,3,cycle_05_cast03,2502,33.9091666666667,-123.470333333333,CCELTER 2012
16290,95,c_m135_058,44907,-19,-81.0015,M 135
9825,3,crossing_01_st10,2512,34.5746666666667,-122.741333333333,CCELTER 2012
16297,95,c_m135_065,44903,-17.9988333333333,-75.0005,M 135
12555,51,tara_142_00_b,45722,25.51,-88.383,TARA 2012 B
12562,51,tara_142_00_i,45688,25.6028333333333,-88.4146666666667,TARA 2012 B
9823,3,crossing_01_st08,2449,34.5801666666667,-122.793833333333,CCELTER 2012
9826,3,crossing_01_st11,2466,34.573,-122.699833333333,CCELTER 2012
9827,3,crossing_01_st12,2513,34.5705,-122.661666666667,CCELTER 2012
14594,76,c_m121_1283,44429,-24.717,-8.33333333333333e-4,M 121
9837,3,crossing_02_st09,2497,34.5873333333333,-122.955333333333,CCELTER 2012
11489,34,cce_p1106_upfront_2_09,19738,33.8865,-121.6395,CCELTER 2011
11487,34,cce_p1106_upfront_2_07,19752,33.8621666666667,-121.674666666667,CCELTER 2011
16337,95,c_m135_095,44828,-16.0001666666667,-81,M 135
16359,95,c_m135_106,44799,-14.9996666666667,-75.7503333333333,M 135
9832,3,crossing_02_st04,2478,34.572,-122.713333333333,CCELTER 2012
14502,76,c_m121_1232,44434,-2.99966666666667,9.0655,M 121
16377,95,c_m135_113,44826,-15.0005,-78.999,M 135
16386,95,c_m135_117,44897,-13.9996666666667,-81.0006666666667,M 135
12566,51,tara_142_03_a,45604,23.9603333333333,-81.8405,TARA 2012 B
15423,68,077,46399,7.9995,-18.9996666666667,M 105
15384,68,067,46388,9.99983333333333,-18.9993333333333,M 105
14073,60,gn2015_l2_015,3642,67.4795,-63.79,GREENEDGE ICE CAMP 2015
12575,51,tara_143_00_g,45077,29.8835,-79.6405,TARA 2012 B
9833,3,crossing_02_st05,2492,34.575,-122.7615,CCELTER 2012
13915,57,an1405_l1b_011,3383,75.7935,-67.9465,AN 1405
9838,3,crossing_02_st10,2508,34.5953333333333,-123.049833333333,CCELTER 2012
13911,57,an1405_l1b_009,3389,75.4003333333333,-61.6498333333333,AN 1405
13905,57,an1405_l1b_006,3388,74.0716666666667,-59.0445,AN 1405
9840,3,cycle_01_cast02,2465,34.5133333333333,-122.7935,CCELTER 2012
9843,3,cycle_01_cast05,2501,34.2133333333333,-122.904666666667,CCELTER 2012
12554,51,tara_142_00_a,45381,25.4925,-88.3431666666667,TARA 2012 B
9855,3,cycle_03_cast01,2507,34.5465,-122.501166666667,CCELTER 2012
9856,3,cycle_03_cast02,2467,34.535,-122.501333333333,CCELTER 2012
13967,57,an1405_l1b_037,3427,80.7933333333333,-67.3023333333333,AN 1405
13968,57,an1405_l1b_038,3433,80.8008333333333,-67.298,AN 1405
13971,57,an1405_l1b_039,3437,80.3996666666667,-68.8056666666667,AN 1405
13857,56,an1304_l1_085,2085,79.2943333333333,-71.2983333333333,AN 1304
9851,3,cycle_02_cast07,2489,33.9068333333333,-123.308333333333,CCELTER 2012
13977,57,an1405_l1b_042,3416,79.6706666666667,-70.743,AN 1405
13841,56,an1304_l1_070,2095,76.3571666666667,-71.2143333333333,AN 1304
13980,57,an1405_l1b_043,3442,79.361,-71.861,AN 1405
13973,57,an1405_l1b_040,3418,79.9858333333333,-69.7783333333333,AN 1405
13975,57,an1405_l1b_041,3438,80.0001666666667,-69.7538333333333,AN 1405
13843,56,an1304_l1_071,2097,76.3795,-71.3198333333333,AN 1304
13990,57,an1405_l1b_047,6098,79.0623333333333,-71.6738333333333,AN 1405
13988,57,an1405_l1b_046,3441,78.9998333333333,-71.2985,AN 1405
9857,3,cycle_03_cast03,2505,34.5358333333333,-122.503666666667,CCELTER 2012
13844,56,an1304_l1_072,2125,76.4196666666667,-71.3065,AN 1304
13981,57,an1405_l1b_044,3435,79.3511666666667,-71.8653333333333,AN 1405
13992,57,an1405_l1b_048,3423,79.0538333333333,-71.7026666666667,AN 1405
9859,3,cycle_03_cast05,2496,34.4976666666667,-122.4805,CCELTER 2012
13848,56,an1304_l1_076,47459,78.9946666666667,-72.2593333333333,AN 1304
9847,3,cycle_02_cast03,2503,34.4318333333333,-123.099666666667,CCELTER 2012
13998,57,an1405_l1b_051,3425,79.0748333333333,-71.6743333333333,AN 1405
13849,56,an1304_l1_077,2091,78.9908333333333,-72.1001666666667,AN 1304
13994,57,an1405_l1b_049,3415,79.0618333333333,-71.6508333333333,AN 1405
13996,57,an1405_l1b_050,3422,79.0776666666667,-71.6203333333333,AN 1405
14006,57,an1405_l1b_055,3387,78.3008333333333,-74.4821666666667,AN 1405
9858,3,cycle_03_cast04,2475,34.507,-122.485333333333,CCELTER 2012
14000,57,an1405_l1b_052,3420,79,-72.2816666666667,AN 1405
14003,57,an1405_l1b_053,3390,79.0063333333333,-73.2061666666667,AN 1405
13850,56,an1304_l1_078,6095,78.9843333333333,-72.0956666666667,AN 1304
14004,57,an1405_l1b_054,3385,79.0006666666667,-73.2023333333333,AN 1405
16546,2,boum185,7121,39.316,5.2,BOUM 2008
9850,3,cycle_02_cast06,2469,34.0961666666667,-123.254333333333,CCELTER 2012
13856,56,an1304_l1_084,2078,79.2943333333333,-71.295,AN 1304
14016,57,an1405_l1b_059,3421,74.4223333333333,-98.7948333333333,AN 1405
14021,57,an1405_l1b_061,3424,72.9636666666667,-96.068,AN 1405
9854,3,cycle_02_cast09,2480,33.5806666666667,-123.177333333333,CCELTER 2012
9818,3,crossing_01_st03,2483,34.587,-122.901833333333,CCELTER 2012
13881,56,an1304_l2_002,2071,74.0533333333333,-103.798,AN 1304
13859,56,an1304_l1_088,2104,79.276,-71.4655,AN 1304
13858,56,an1304_l1_086,2101,79.29,-71.3133333333333,AN 1304
9817,3,crossing_01_st02,2515,34.5936666666667,-122.992,CCELTER 2012
14033,57,an1405_l1b_067,3430,68.9706666666667,-105.468,AN 1405
9853,3,cycle_02_cast08_2,2464,33.7086666666667,-123.243833333333,CCELTER 2012
13882,56,an1304_l2_003,2118,74.0513333333333,-103.415833333333,AN 1304
13887,56,an1304_l2_008,2135,73.7823333333333,-113.814833333333,AN 1304
13885,56,an1304_l2_006,2064,74.386,-108.8365,AN 1304
13884,56,an1304_l2_005,2093,74.4021666666667,-108.836666666667,AN 1304
9834,3,crossing_02_st06,2446,34.5785,-122.809666666667,CCELTER 2012
9845,3,cycle_02_cast01,2487,34.572,-123.04,CCELTER 2012
9836,3,crossing_02_st08,2509,34.585,-122.906166666667,CCELTER 2012
16401,2,boum052,7180,33.6498333333333,32.614,BOUM 2008
15692,49,tara_201_01,45668,74.2958333333333,-85.704,TARA 2013
12270,4,lohafex_ps73_204d,6162,-49.4961666666667,-15.2903333333333,LOHAFEX 2009
16508,2,boum145,7228,39.1231666666667,5.38216666666667,BOUM 2008
16543,2,boum182,7215,39.2543333333333,5.15916666666667,BOUM 2008
16556,2,boum216,7197,34.8875,16.7021666666667,BOUM 2008
16503,2,boum140,7234,39.0241666666667,5.44516666666667,BOUM 2008
16466,2,boum102,7242,33.9808333333333,18.5926666666667,BOUM 2008
16439,2,boum075,7276,34.164,18.5325,BOUM 2008
12272,4,lohafex_ps73_98,6158,-48.0035,-16.6646666666667,LOHAFEX 2009
16299,95,c_m135_067,44854,-17.9996666666667,-73.0003333333333,M 135
16552,2,boum191,7280,41.9963333333333,4.9855,BOUM 2008
12267,4,lohafex_ps73_204,6159,-49.6273333333333,-15.3566666666667,LOHAFEX 2009
12244,4,lohafex_ps73_181,6119,-48.1461666666667,-15.2736666666667,LOHAFEX 2009
14628,76,c_m121_1317,44360,-28.7493333333333,15.5581666666667,M 121
12253,4,lohafex_ps73_191,6108,-49.3396666666667,-15.3838333333333,LOHAFEX 2009
12250,4,lohafex_ps73_188,6116,-49.3333333333333,-15.3883333333333,LOHAFEX 2009
14578,76,c_m121_1269,44361,-15.0705,-3.33333333333333e-4,M 121
14611,76,c_m121_1297,44374,-29.2295,5.53683333333333,M 121
15488,69,m106_050,46283,-0.16633,-23,M 106
15432,69,m106_038,46285,3.001,-22.9998333333333,M 106
12265,4,lohafex_ps73_199,6117,-48.1038333333333,-15.4083333333333,LOHAFEX 2009
12245,4,lohafex_ps73_182,6164,-48.3218333333333,-15.015,LOHAFEX 2009
14583,76,c_m121_1272,44407,-17.5163333333333,-0.00183333333333333,M 121
12162,4,lohafex_ps73_134,825,-48.378,-13.6376666666667,LOHAFEX 2009
18031,105,ips_011,77328,67.482,-63.7848166666667,IPS Amundsen 2018
12179,4,lohafex_ps73_138,833,-48.5116666666667,-15.2025,LOHAFEX 2009
12224,4,lohafex_ps73_164,1001,-48.0693333333333,-14.0631666666667,LOHAFEX 2009
14096,60,gn2015_l2_030,3619,67.4795,-63.79,GREENEDGE ICE CAMP 2015
12256,4,lohafex_ps73_192,889,-49.3335,-15.3446666666667,LOHAFEX 2009
11247,31,moose2015_ge_leg1_037,964,42.3666666666667,7.4,MOOSE GE 2015
14598,76,c_m121_1286,44442,-27.0915,0,M 121
16413,95,c_m135_128,44899,-12.9993333333333,-77.6171666666667,M 135
12268,4,lohafex_ps73_204a,901,-49.6445,-15.5058333333333,LOHAFEX 2009
12258,4,lohafex_ps73_195,1008,-49.105,-15.1258333333333,LOHAFEX 2009
12607,51,tara_152_00_c,45057,43.7181666666667,-16.8713333333333,TARA 2012 B
13970,60,gn2015_l2_007,3648,67.4795,-63.79,GREENEDGE ICE CAMP 2015
16306,95,c_m135_074,44878,-17.3025,-72.0055,M 135
12246,4,lohafex_ps73_185,6115,-48.2768333333333,-15.778,LOHAFEX 2009
12230,4,lohafex_ps73_170,838,-48.6595,-14.7601666666667,LOHAFEX 2009
17765,99,tara_135_00_a,45155,32.9983333333333,-121.768833333333,Tara 2011
17698,99,tara_124_00_c,45157,-9.15333333333333,-140.524,Tara 2011
17733,99,tara_130_00_a,45186,11.2736666666667,-152.365833333333,Tara 2011
17736,99,tara_131_00_b,45195,22.7185,-158.008833333333,Tara 2011
17586,99,tara_098_00_b,45146,-26.1486666666667,-111.189,Tara 2011
16522,2,boum161,7134,39.1061666666667,5.30966666666667,BOUM 2008
12227,4,lohafex_ps73_164a,6161,-48.6665,-13.831,LOHAFEX 2009
16445,2,boum079,7159,34.2136666666667,18.354,BOUM 2008
12235,4,lohafex_ps73_170d,1006,-48.1693333333333,-14.7658333333333,LOHAFEX 2009
16479,2,boum115,7165,34.4981666666667,18,BOUM 2008
17727,99,tara_129_00_c,45209,6.60366666666667,-153.042333333333,Tara 2011
17767,99,tara_135_00_c,45211,32.99,-121.842166666667,Tara 2011
17603,99,tara_100_00_c,45205,-12.9945,-95.9855,Tara 2011
12238,4,lohafex_ps73_176,900,-48.602,-15.2725,LOHAFEX 2009
16355,2,boum022,7179,33.474,32.5966666666667,BOUM 2008
17746,99,tara_132_00_c,45476,31.5303333333333,-159.000333333333,Tara 2011
12153,4,lohafex_ps73_112,6118,-49.1143333333333,-35.258,LOHAFEX 2009
12147,4,lohafex_ps73_101,6163,-48.6648333333333,-16.4463333333333,LOHAFEX 2009
12152,4,lohafex_ps73_111,835,-50.0106666666667,-25.6908333333333,LOHAFEX 2009
16453,2,boum088,7187,34.1335,18.4555,BOUM 2008
17807,99,tara_139_01_a,45521,6.248,-98.3638333333333,Tara 2011
12155,4,lohafex_ps73_114,861,-48.002,-16.3445,LOHAFEX 2009
17757,99,tara_133_00_f,45531,35.3578333333333,-127.730833333333,Tara 2011
10151,16,malina155,1160,71.3118333333333,-127.496666666667,MALINA 2009
13918,57,an1405_l1b_012,3408,76.3345,-71.215,AN 1405
16350,2,boum019,7198,33.4746666666667,32.7728333333333,BOUM 2008
12615,51,tara_152_00_k,45534,43.7825,-16.8863333333333,TARA 2012 B
17780,99,tara_136_04_a,45562,21.8026666666667,-119.681666666667,Tara 2011
13938,57,an1405_l1b_025,3404,76.282,-74.9788333333333,AN 1405
17805,99,tara_139_00_a,45551,6.48116666666667,-94.9566666666667,Tara 2011
14018,57,an1405_l1b_060,6099,72.9521666666667,-96.157,AN 1405
12156,4,lohafex_ps73_114a,6109,-48.0011666666667,-16.3408333333333,LOHAFEX 2009
16421,2,boum064,7222,33.7096666666667,32.6446666666667,BOUM 2008
12257,4,lohafex_ps73_193,917,-49.0775,-15.2316666666667,LOHAFEX 2009
13900,57,an1405_l1b_004,3412,73.2623333333333,-57.8831666666667,AN 1405
12165,4,lohafex_ps73_135,830,-48.1485,-15.1465,LOHAFEX 2009
14038,57,an1405_l1b_069,3428,68.6823333333333,-108.2895,AN 1405
16399,2,boum050,7226,33.6323333333333,32.634,BOUM 2008
12188,4,lohafex_ps73_146d,6107,-47.8383333333333,-15.7333333333333,LOHAFEX 2009
13920,57,an1405_l1b_013,3400,76.3271666666667,-71.1658333333333,AN 1405
16464,2,boum100,7227,34.0156666666667,18.6036666666667,BOUM 2008
16783,70,c_m107_072,44345,19.8285,-17.514,M 107
16764,70,c_m107_053,44305,17.9995,-17.283,M 107
16743,70,c_m107_032,44311,18.187,-16.6551666666667,M 107
14885,83,p1706_39,47579,34.529,-122.246166666667,CCELTER 2017
12183,4,lohafex_ps73_139b,6106,-48.5293333333333,-15.2438333333333,LOHAFEX 2009
14889,83,p1706_41,47619,34.6788333333333,-122.335,CCELTER 2017
14887,83,p1706_40,47623,34.6005,-122.288833333333,CCELTER 2017
12598,51,tara_151_00_c,45577,36.1811666666667,-28.9373333333333,TARA 2012 B
13674,54,station_001,2032,49.0278333333333,-16.4146666666667,DY032 2015
13676,54,station_018,2034,48.8415,-16.5203333333333,DY032 2015
12201,4,lohafex_ps73_153,6114,-48.0843333333333,-15.9961666666667,LOHAFEX 2009
14899,83,p1706_44,47611,34.9051666666667,-122.469,CCELTER 2017
16482,2,boum118,7229,35.2823333333333,15.4021666666667,BOUM 2008
12599,51,tara_151_00_d,45582,36.1913333333333,-28.9005,TARA 2012 B
13764,53,dewex_leg1_34,17,41.2501666666667,7.23283333333333,DEWEX WINTER 2013
13719,54,station_096,2038,48.9788333333333,-16.5133333333333,DY032 2015
12205,4,lohafex_ps73_160,907,-47.5841666666667,-15.1366666666667,LOHAFEX 2009
16249,95,c_m135_017,44874,-21.9993333333333,-74,M 135
12269,4,lohafex_ps73_204b,1011,-49.0188333333333,-15.5245,LOHAFEX 2009
16368,2,boum030,7232,33.5251666666667,32.7725,BOUM 2008
16526,2,boum165,7236,39.095,5.27366666666667,BOUM 2008
12239,4,lohafex_ps73_177,822,-48.515,-15.2975,LOHAFEX 2009
12261,4,lohafex_ps73_197,824,-48.6946666666667,-15.4191666666667,LOHAFEX 2009
16500,2,boum137,7237,39.1755,5.44433333333333,BOUM 2008
16469,2,boum105,7241,33.9705,18.5966666666667,BOUM 2008
16444,95,c_m135_141,44902,-10.7163333333333,-78.2335,M 135
12181,4,lohafex_ps73_139,829,-48.5105,-15.2168333333333,LOHAFEX 2009
12248,4,lohafex_ps73_187,853,-49.3383333333333,-15.4566666666667,LOHAFEX 2009
12195,4,lohafex_ps73_149,854,-48.0008333333333,-16.1725,LOHAFEX 2009
15709,49,tara_205_01,45587,72.471,-71.8886666666667,TARA 2013
12569,51,tara_143_00_a,45136,29.6393333333333,-79.5395,TARA 2012 B
12601,51,tara_151_00_f,45307,36.206,-28.8276666666667,TARA 2012 B
12553,51,tara_141_00_b,45095,9.83733333333333,-80.0841666666667,TARA 2012 B
12617,51,tara_152_01_a,45367,37.8973333333333,-24.8201666666667,TARA 2012 B
12620,51,tara_153_00_a,45084,44.028,-16.6173333333333,TARA 2012 B
12552,51,tara_141_00_a,45047,9.849,-80.0383333333333,TARA 2012 B
12602,51,tara_151_01_a,45041,34.6503333333333,-30.2078333333333,TARA 2012 B
12560,51,tara_142_00_g,45717,25.6236666666667,-88.45,TARA 2012 B
12600,51,tara_151_00_e,45135,36.1993333333333,-28.8661666666667,TARA 2012 B
12626,51,tara_153_00_g,45382,44.0611666666667,-16.5116666666667,TARA 2012 B
12251,4,lohafex_ps73_189,903,-49.3613333333333,-15.26,LOHAFEX 2009
15694,49,tara_201_03,45589,74.3283333333333,-85.7556666666667,TARA 2013
16416,2,boum060,7246,33.7005,32.6368333333333,BOUM 2008
12271,4,lohafex_ps73_212,920,-49.0625,-15.8483333333333,LOHAFEX 2009
16507,2,boum144,7248,39.1226666666667,5.31883333333333,BOUM 2008
16327,95,c_m135_090,44777,-16.9993333333333,-82.9993333333333,M 135
16515,2,boum152,7251,39.467,5.34983333333333,BOUM 2008
16363,95,c_m135_108,44855,-14.9998333333333,-76.0961666666667,M 135
